ucid,uuid,upid,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,points,badges_cnt,level0,level1,level2,level3,level4,repeat_correct_pct,grade_top,learning_stage,difficulty
m05vYiRhzb0tIGStVVCNMqTKMCT4UT7bf0UdiR5d0+4=,7937,16,0.81176767,61.25790601,1.784427366,0.376338667,421448.3166,40.50018899,5873,1107,444,377,136,0.710807018,3,elementary,easy
m6DnlS38gmb+QFf7102iqmQim9m7dKlTfZ7bPLN+Ato=,6594,20,0.723688201,35.86245071,1.860630877,0.411282985,231100.5604,53.92599333,4979,1016,342,167,90,0.670578345,8,junior,normal
m7rxdmifsJ8HxB91x1USFvW7op/ZusrvlAjq/FAmRE8=,9232,20,0.531195841,75.13864818,2.46479636,1.595428943,220276.9493,36.00812392,8207,698,158,116,53,0.449058189,6,elementary,easy
mE6rCLdazwHjJQ+97f8SLUFEAFoZSGD+UnwBvtxU/iQ=,4114,37,0.484443364,40.61740399,2.089693729,0.989790958,250679.4288,63.11716091,3658,309,103,39,5,0.382166019,8,junior,easy
mFkhx+OuLeG7T+2eWVBNjiY7HoTkp4O2/nAXxxunQAs=,9776,25,0.730666939,51.06035188,2.101370704,0.715016367,334232.048,46.16673486,7972,1083,393,236,92,0.582355272,5,elementary,normal
mGErDb7klind1UmQITMFJDTDg1J+fQPigCXo35M5VOY=,2683,17,0.661945583,66.73872531,2.405516213,0.476332464,330808.7492,39.55572121,2196,294,85,74,34,0.505976692,6,elementary,easy
mGoRYD5V/cXy8XsqCcXYWPBKSKknFWuZrWhbNZhQmqw=,25237,24,0.654079328,50.15774458,2.023021754,0.661885327,318023.3157,48.12822443,19369,2969,1309,1136,454,0.535917596,5,elementary,normal
mHse/SVLKP809e4vXn9ZgxFQrJC336ILZZsA3RoIfTY=,6810,16,0.627900147,56.35726872,2.605139501,0.553303965,371973.7142,41.84082232,5509,717,293,219,72,0.480400542,4,elementary,normal
mMl55exzvbIy5f5RyY0tmq7WvK5KPLjw/i63OE+diLU=,31973,21,0.636724736,44.95896538,2.182873049,0.941544428,273447.5199,41.24070309,25461,3721,1358,1019,414,0.525212419,5,elementary,easy
mN1tllkKVTTojQYca9a9pFVaS70PFjtGTTiXHZVFwRg=,27292,18,0.813535102,51.96647369,1.592078265,0.296277297,338262.8417,34.69463579,16930,4639,2357,2333,1033,0.657899301,3,elementary,easy
mWLymE1Nkn97ABCS6bLlR35/Hk/RnkkXXFmQaVMAFTQ=,15796,16,0.723474297,43.98183084,1.908457837,0.370030387,385217.9569,41.79918967,11487,2296,1039,720,254,0.591291125,3,elementary,easy
mYFtDundRAjeRWK4Vb1dJh4pkXy95xGx/aLmxgXDmEo=,6332,17,0.794377764,19.23626027,1.501263424,0.148768162,364292.1293,42.78600758,4692,931,351,269,89,0.681282425,4,elementary,normal
mbCGZ4XkKUbunQ2A7O9/djzj6vkRQiGHwH6GFZrffFA=,1454,20,0.57565337,36.28335626,2.166437414,1.055020633,176602.9354,40.86313618,1259,141,38,12,4,0.644122749,9,junior,easy
mf5PUtZaZKgrMrWPXCK8shRWejWlf18QjoDp60P8GxA=,15706,18,0.64707755,42.89373488,2.016617853,0.30357825,361311.8931,39.35222208,12200,1948,878,520,160,0.50060492,3,elementary,normal
mpK6ZQnWafdhjIV2XTI5WAMwImQ0bbZHwxY0A4y+kGc=,2379,27,0.557797394,39.80706179,1.879781421,0.797393863,493208.7949,95.77511559,1971,295,81,26,6,0.440768475,8,junior,normal
mrG4s2qdh44vRQsx7/T2OnjSJj8UzM23ODdwSHYMNFQ=,324,9,0.601851852,41.76234568,1.864197531,0.617283951,347425.4537,44.84876543,278,32,9,4,1,0.498569062,9,junior,hard
mt2EzJAE8X1OCXSqE0GMxBB8NsLY8xtig4aYFKSmrhQ=,12432,16,0.723696911,21.42623874,1.773326898,0.207368082,387901.2709,43.26118082,8588,2098,891,622,233,0.572989473,3,elementary,easy
mzSnT1CgsdPVx0yFebyrR837l1a+t4MBMugTwpmRQ7g=,9549,16,0.898628129,15.39574825,1.173002409,0.050057598,407230.5834,39.4824589,6528,1619,655,536,211,0.841755383,3,elementary,easy
n+b0VzjA7b3kgqw8iXzwX0yTpYwNRczONSV0z2jNGtg=,18529,23,0.742835555,33.78029036,2.101030817,0.326623131,317062.6976,41.75481677,13226,2625,1445,884,349,0.595346853,5,elementary,easy
n/Gg32Tsd7+amD+EE0JzXjRaDJSjJNN6mu0t7j1Pd4E=,196,17,0.801020408,100.4846939,1.464285714,0.729591837,698294.3622,77.67857143,114,34,25,18,5,0.647548995,7,junior,normal
n0+5yVdX/Q8BcTmvBKZUbUq6T5X8LDLWkAv/FLIuEfg=,4491,23,0.829881986,15.21175685,1.365397462,0.251169005,254121.6297,51.91293699,3419,704,204,135,29,0.796454012,8,junior,easy
n2hbC2W/fEWt1TwlS/Wwq8yLpJAllQM79eSfMWQzi3Y=,24416,18,0.834411861,31.33584535,1.596821756,0.171076343,333442.1963,41.82835026,16468,3778,1824,1507,839,0.726013086,5,elementary,easy
n7S5SGJpFgGcbGt//qTyiHxZTrIcQXIl+L/ECKOYAnc=,3660,25,0.762568306,21.04453552,1.515027322,0.221311475,293862.0735,56.31338798,2675,706,163,96,20,0.620950828,8,junior,easy
n8ucjLV4S1bWVucNLlgs5dy/AR5sQChHBqJVIzBH6MQ=,1142,12,0.635726795,38.77408056,1.812609457,0.307355517,641839.4256,107.4859895,919,175,36,9,3,0.556714179,8,junior,hard
nBtFGzjZtlpB0wyz3JkA25mI5JiF+hdWJNzJUiMw1V8=,44919,36,0.619270242,32.92731361,2.322847793,1.242213763,263409.6094,38.77118814,33658,5775,2599,2043,844,0.465182127,5,elementary,easy
nBwPY4ITPn4irJXI7w5Vv522X8MdSZdwqehjg03kgBE=,2812,20,0.471906117,64.5,1.817567568,1.21514936,175198.8713,40.33819346,2514,215,49,25,9,0.393810765,9,junior,easy
nDwmEHmpKe7ktc7gphnloA5Qcjt2UFcu89G8HJ/EyoQ=,1107,20,0.517615176,73.20505872,2.861788618,1.018066847,252745.0271,48.72086721,985,97,19,4,2,0.347375826,9,junior,normal
nIRTW5M2QjZ1cODlW4o+MNq2bGC6ItQeSqrFiDwCAOo=,10507,17,0.785095651,32.09051109,1.672884744,0.343294946,388872.7438,39.06814505,7256,1824,732,532,163,0.623154856,3,elementary,normal
nLHQ1qJlj3kW0aZ1DY+O6yD5N474TKSw+L1lDDMnnOA=,872,9,0.628440367,32.3016055,1.71559633,0.506880734,272653.2901,40.55275229,665,136,46,21,4,0.424647486,9,junior,unset
nPsED61TTD7PvRSGYJUPEHBUKdezjtZUIvu4i8tBFdY=,17499,22,0.723641351,32.46911252,1.645065432,0.627750157,192699.1768,30.41185211,12719,2817,1048,673,242,0.56738797,6,elementary,easy
nSqkMbcuNaqkzvd89qwGhLvqOM1liLIgDjmIgS4Hgj8=,14424,23,0.667290627,51.85357737,1.644273433,0.483222407,277774.7323,42.12562396,10861,2060,820,514,169,0.498356345,7,junior,normal
nXCivRFCQRQbeb8yBFJJjoMht7oLbOOKEknNyNG78BQ=,4635,26,0.538942826,45.85868393,1.726645092,0.509169364,306564.9001,65.61984898,3921,478,141,79,16,0.474860286,8,junior,easy
ncpSV/Tw2uD3d5TPnUjjXA+mqgn81thyxj8FxznUxZY=,4991,29,0.430975756,33.35804448,2.30234422,0.593668603,272324.4462,51.44800641,4454,344,120,59,14,0.304420213,7,junior,normal
nds7oVk2a6yC/6tk1sTPm75v/0ZPkvrJ00WGmYRciOI=,30020,20,0.593904064,45.74027315,2.086242505,0.723684211,278537.7908,38.94800133,22935,3457,1823,1354,451,0.447112203,5,elementary,easy
nfZPn3ykTjw2O2jNya5/2VUvwyQ9m/3VqGzZ0Fg3t7I=,16801,16,0.722516517,72.60335694,1.926849592,0.785369918,361087.7814,47.28266175,11268,2623,1557,923,430,0.580310428,5,elementary,easy
nqzgl42VGCsfvLZy5eYGwqYuXblo5zIhTfjUMt6Kv7Y=,4563,19,0.592154284,36.93754109,2.008985317,0.227701074,376577.2593,64.48126233,3684,495,209,135,40,0.561497538,7,junior,normal
nuGqWNM24fHhFJ8DYewgXdy+p5eVZB+a+wblwZNPbEg=,1869,16,0.539860888,57.04654896,2.012306046,1.113964687,231148.3109,51.62921348,1611,162,61,29,6,0.460300559,9,junior,easy
o/aHMWaMdC0+kGRlcK7UV02bbJaIcaE/j2nbSkgupxw=,26023,27,0.693617185,38.13065365,1.665219229,0.557314683,264274.3336,38.93747838,18748,4155,1503,1073,544,0.59593783,5,elementary,normal
o/g95+OW/vglmMGwH72w/A/K5Gc6TB/BDAHowBQDjGQ=,13351,16,0.881731705,15.8220358,1.286720096,0.13362295,305554.1743,34.49891394,8893,2389,957,788,324,0.787707816,4,elementary,easy
o1lc2Mdlj6h+qx5O9IDt1qELkyQ3pKHvHsS6bojkdW4=,13441,16,0.761922476,43.19611636,1.845770404,0.582843538,367384.9699,40.78736701,10149,1861,679,530,222,0.670719051,3,elementary,easy
o2v8hx0EmFclMvX5SlXFoeynGuxWWbcFjk7H1MUqkjw=,23180,16,0.821527179,11.99003451,1.262899051,0.053925798,262428.4875,32.4511648,16555,3543,1489,1111,482,0.722889496,4,elementary,easy
o4eu7F3IQOZHR4xqfRGGCivSLHoG7zs88hxWfdfL40o=,8997,36,0.751695009,50.26820051,1.670223408,0.391352673,261812.9962,41.679671,6493,1354,709,352,89,0.643444296,7,junior,normal
oA2Mmn3NImJPql4w+/mtQhYJopaJDLagBcvQ7o7Ej9s=,7952,35,0.513204225,107.5762072,2.720070423,1.30445171,318819.3809,57.71390845,6815,705,249,125,58,0.368687921,7,junior,normal
oAoQyh9NT0lXlshN6sYYNSMTizpgCVqITEKcEthrDZU=,31390,38,0.857406817,15.51079962,1.37833705,0.122682383,215481.355,30.69334183,18250,7034,3172,2072,862,0.725887873,7,junior,easy
oNIM1eH6FUaiqw9ZJSkRfnJ3jbGUx8QoWBTNq/mmB5E=,12712,46,0.466331026,48.45641913,2.795704846,1.012114537,291518.7538,56.82905916,11223,973,291,154,71,0.445638655,7,junior,normal
oNW2oJaLDT1nfBVzmLcalNj1Z3lWGmnvRSEytScLsTs=,11120,17,0.799190647,29.43291367,1.551169065,0.19676259,417455.3839,43.18021583,7546,1805,862,652,255,0.693117409,3,elementary,easy
oPPWA1w9EpOYPS5U8pdx8YhZuOIKVaGZ1BRRHEOr48M=,7065,17,0.559660297,58.04048125,1.712668082,0.424062279,276662.1812,45.15782024,5790,845,235,153,42,0.376986865,8,junior,easy
oVxTuTeb3r2r9kzjJBtC875rvwJ9k4YjqpmptbNVwaI=,4938,40,0.53908465,32.57411908,2.195828271,0.675779668,276953.1576,60.05791819,4382,378,112,54,12,0.391719488,8,junior,easy
oWKS08nkkpc5pzxpe0m0RJpXpA6GEKJ/ESJvXoAj8C4=,5213,16,0.620947631,40.27162862,2.597160944,0.631690006,401817.7967,41.69422597,4249,544,182,187,51,0.447013591,4,elementary,easy
oX4x/m50Ln6LFrVAAgXT4aeeS7iOsjP5iG3MDVO35is=,3877,17,0.497807583,31.27985556,2.900954346,0.693319577,370728.3608,91.83827702,3336,347,164,24,6,0.496639585,8,junior,easy
oYKp7Fq1ukhFHHrs/iNZHU4cV3PMvwqg0wFiSqvJ8jg=,10436,17,0.632905328,50.16874281,2.667497125,0.994250671,382519.5658,42.13386355,7972,1336,600,422,106,0.455902638,4,elementary,hard
oZX4t0FNoXmrwFyk77fGdpfqmvX+3PIIn7CYXH/6CY0=,11591,16,0.825640583,21.21533949,1.617203002,0.142438099,328421.9897,45.77767233,8860,1723,575,283,150,0.747863769,5,elementary,easy
oaQZ7IRVxNjjdG2iOLuZGC+k6uqpCbfHg7RHgPlR7gI=,4369,9,0.673838407,39.08972305,1.71046006,0.406500343,329914.5974,49.63126574,3522,455,223,129,40,0.544455444,7,junior,hard
odIwFdIiecFwVUAEEV40K3MSuCSlIZkbq92Zp9tkZq8=,4163,20,0.713187605,35.48907038,1.758107134,0.695652174,198036.0958,31.56737929,3450,443,115,98,57,0.645454508,6,elementary,easy
odpQo0xwxNj77x4vDVOFe0SsN91+KI8cS8ytWOMB02Q=,7909,16,0.461878872,25.03312682,2.344291314,0.328233658,229614.1529,65.04855228,7063,639,161,33,13,0.436332719,8,junior,normal
ofj2YfPcmy8LgkDZmnVRSjxKny4tFQmum9uEfub8URE=,8909,38,0.548770906,93.31945224,2.37389157,0.473229319,345989.3309,54.33797284,7297,1062,340,154,56,0.381240032,7,junior,normal
oggomtrz9eq2rWMdcZAh+i1WGKGz84PfStIZUsiqfCM=,12315,16,0.383353634,93.71766139,3.060332927,2.619163622,225313.9605,38.44961429,11252,744,187,91,41,0.259883492,6,elementary,hard
ojfqcZpAoKASWGHibpbgNTzBg9Dn19Gd7XxOA5TQ8l0=,15221,16,0.731029499,47.42329676,2.04211287,0.711385586,300404.1292,41.69325274,11744,1944,792,534,207,0.651384299,5,elementary,easy
olB2B7ueYn8YeM/OoPIbIX+bgetpmV3h25n3vXx9wkY=,20261,17,0.395933073,94.0559696,4.579931889,2.760623859,284342.7129,41.37426583,18146,1225,515,288,87,0.291321676,5,elementary,normal
oujB8OrUofV7wuIygS0fGGodg6zwhEMNdNDLD2bzHhY=,4262,25,0.387376818,67.96691694,3.103003285,1.392069451,384625.5709,93.13444392,3562,505,160,31,4,0.320307273,8,junior,easy
oybx9PFfxCN2VikUvZvMK8xe1nKfkPfqy06vVyZsKOQ=,1708,16,0.429742389,34.78747073,2.641686183,0.796252927,313690.4824,44.71428571,1486,141,44,29,8,0.365221021,7,junior,normal
p+V3ts2UBQGzYvv9/LDQ9GAAN0r830ex3/6G7l5Drtg=,10924,16,0.553917979,94.48398023,2.603808129,0.99469059,390256.6983,58.08659832,9230,1119,297,202,76,0.434266891,5,elementary,unset
p3jpMnd9RbFnPh9KuKJwVlRfvp6F0p4ETps4sCI9dmA=,4402,19,0.576556111,40.72648796,1.985461154,0.398909587,383062.9614,67.67946388,3468,611,167,125,31,0.407369724,8,junior,hard
pAUvW4XKSYhg1jlJZSgI+zcE64Vc1ZTK8rqKzNKk0+Q=,15710,23,0.813176321,27.7632718,1.477912158,0.299108848,275797.1642,32.49643539,11072,2420,1050,834,334,0.709835712,4,elementary,easy
pCMaU32mbXzBUo97xzQ8N2IV9uQoBgqqdfOz6dcl9RM=,5015,39,0.487138584,41.45184447,2.476570289,1.106879362,308078.6895,68.17567298,4558,371,58,24,4,0.35505464,8,junior,easy
pHm5o9NLjlO2lXB7CH2U80qF20rcHwHgxaIwnQiSd/c=,26775,55,0.837124183,16.87641457,1.308160598,0.138263305,206402.2652,33.12250233,16743,5684,2300,1459,589,0.780557345,7,junior,easy
pHxumVVyXnSVT3+BWEh9DrffUG1ETbtem3Ea1tiDmt4=,23885,23,0.665564162,29.52175005,2.008415323,0.673644547,314340.8578,42.14205568,18094,3074,1432,1037,248,0.513947496,5,elementary,easy
pQ/2AQfwKgwmw2M2LVFo2N6j9s48R5T0saCeTKoyYm4=,4224,18,0.598248106,24.93300189,1.970170455,0.351089015,196200.3494,37.87452652,3518,376,273,46,11,0.535848419,6,elementary,normal
pSJuXwvC2oTnrfqrMjAbRaAk0H97orogNflqY6S8fvg=,7234,19,0.869643351,26.24882499,1.255875035,0.16546862,246963.9994,43.39286702,5569,1081,308,183,93,0.806795935,7,junior,normal
pcvV6WqrDJpbJUdIXVS/AhhfRlw8NPela28C22qPeX4=,7996,21,0.739994997,43.08716858,1.68871936,0.39869935,308869.4865,49.26513257,6214,1094,386,228,74,0.624318402,7,junior,easy
pdYh3TvKBK1LgOTy1Vc5GCkzssnNDhK3xSBLdsGpfLA=,9904,20,0.674979806,89.39458805,2.359753635,0.832088045,361207.9376,52.15983441,7774,1286,431,324,89,0.553058231,5,elementary,easy
pgZz2VlENmyB6DeW+lnVjNHeVQZDCenZM2Nc1RllQlI=,2166,16,0.596029548,39.08633426,1.86611265,0.594182825,192342.4584,43.35041551,1820,182,69,90,5,0.467412317,9,junior,easy
piY6Rtl4scHsQEvP2kKvqjK8pOEnNJuHNijb/bxPCSw=,3422,12,0.835184103,23.02922268,1.308591467,0.070426651,342906.7218,50.15663355,2543,495,177,143,64,0.740998305,7,junior,unset
po7dH4OmeU04x3Ji/XOLOur74ArAEobOa+Ras1+UdNM=,21145,16,0.540174982,54.47746512,2.671364389,1.086970915,313161.014,47.04010404,17764,2136,762,355,128,0.451526724,5,elementary,easy
psOl97Npo5l16YVN2pmzdl20PaJ8JJBhPfoVVdDMiHc=,11723,22,0.402712616,67.14620831,3.570928943,1.663482044,224051.0028,35.19687793,10656,748,224,69,26,0.248980398,6,elementary,easy
ptoq0DfX5wthTe3dAIOp8nh+CYffpkOTH0Y5myecBVc=,12757,16,0.718664263,54.1310653,1.559143999,0.770478953,241048.9989,33.89425413,9472,1762,780,535,208,0.630621523,6,elementary,normal
q+qhddeoPj+932QSq5bGBAzgqT4XtW74phrSiM/jfw8=,2705,25,0.755637708,20.08022181,1.474306839,0.223659889,294837.8022,58.45027726,2199,328,127,41,10,0.70140574,8,junior,easy
q/zqlSFnHvaaDZQ3T0MieHABIKLc1BwReJRJu5dz5NY=,21188,16,0.867566547,18.98669058,1.312205022,0.081178025,282982.1749,30.58212196,13243,4349,1749,1459,388,0.756047816,3,elementary,easy
q19yLKk/sVMh6RTyMr5ukD1q4LIeGdKKIiUsjpZAQL0=,22334,36,0.73497806,24.26233545,1.59792245,0.437583953,221030.619,35.19499418,15936,3825,1349,861,363,0.608336176,7,junior,easy
q4u/j6i3QRAvoheOBrj6QY/8q1aVDXN5t2VqjgaFXq4=,9994,24,0.485591355,53.33540124,1.949069442,0.586451871,257561.2662,56.10336202,8532,905,341,183,33,0.365620719,8,junior,easy
qAtLSVC787ORvbDSF5uaZalBGtpHCkGfy0rXm8xJD/I=,30040,16,0.753728362,39.55469374,1.726997337,0.624633822,248327.4667,33.30336218,21268,4789,1819,1592,572,0.610870896,5,elementary,easy
qAxhX2oiVk/7ZL78L/aygBfw+dbSxNbYUQKRY8byEUo=,4236,16,0.557129367,25.36378659,1.930122757,0.31279509,246767.5066,55.64730878,3438,591,136,54,17,0.539589509,8,junior,easy
qER34e/xF0nc6zZmlIGrL3knw6JHjbP6i3jC6rfCS8c=,11867,16,0.781663436,22.09235696,1.610937895,0.343220696,292897.9172,32.90368248,8989,1612,588,505,173,0.660542938,4,elementary,easy
qFKdCNiWQCeUTbvGJqYeg6lzdzk69fUJmjb6efOtAUU=,1780,21,0.600561798,26.16966292,2.126966292,0.404494382,273121.1382,42.91573034,1431,203,87,30,29,0.507217793,9,junior,easy
qFkV0za7uPY3RmryLxsEk7Ein+05CaxcU9fXymqOGxk=,9270,18,0.716504854,55.41877023,2.206580367,0.592988134,374882.7765,46.22556634,6980,1359,492,320,119,0.530928961,5,elementary,hard
qL32qjAo+JiSXztqNQlcTqRuI0e7ki0ohCVe1gkp4h8=,1966,38,0.462868769,48.48677518,2.623601221,0.923194303,319674.2233,85.28585961,1836,104,19,7,0,0.367116355,8,junior,easy
qNy9Nb6Srhtd8sHME31WQothbe0qdQQ7I4xK9F+2Ns0=,20925,16,0.680573477,21.78819594,2.017873357,0.564109916,309426.6631,34.48669056,14865,3225,1467,1141,227,0.518366108,4,elementary,easy
qPHR8aBqOhKij9IS/Y8IR8prwWruoDBGU1tVUhXDJkE=,11010,23,0.711080836,54.09146231,1.81071753,0.533242507,392191.8362,38.01017257,7780,1580,780,659,211,0.559780692,4,elementary,easy
qTFR2TIte0fD2b2N9J1h/QspauQCDlkyzaanvg5SsNc=,13014,20,0.612186876,64.52159213,1.965729215,0.676271707,280519.4911,33.22829261,10687,1391,467,358,111,0.539222026,3,elementary,easy
qVt6XIA/cWnMm3kFpC0sZTJ8ad+ZMuYKfkyeLB40vB8=,8426,24,0.720389271,45.14289105,1.583432234,0.376216473,213607.9403,35.38760978,6540,1153,429,220,84,0.582332578,8,junior,easy
qXZEcmfOOXDyc3HYJqoJL7PdSiHNmOpELzPkGSsYCHA=,1516,19,0.463720317,55.69722955,1.912269129,0.452506596,214315.2935,34.34366755,1373,114,20,7,2,0.363372497,9,junior,hard
qcfEcg7Gqh0+C5nzkKMPSK81u+zNhZqxVHwNdqlD234=,6687,20,0.540152535,81.13817856,2.640795574,0.8678032,370958.1434,60.05533124,5482,780,255,135,35,0.397301979,7,junior,easy
qcohFOwrKFE+fSChJ/RVs1NVaSLbRVERMCuRWDV2qFA=,15394,16,0.722424321,44.46641549,1.763544238,0.347797843,318719.4991,33.23535144,11077,2206,1028,825,258,0.595610536,4,elementary,normal
qcuzdjxW5qVsEjL1f0auqwwjCQ27dwz0g7NpJaBDaIo=,6114,16,0.653909061,54.1437684,2.213935231,0.538436376,394175.9681,41.97383055,4717,791,279,217,110,0.464138314,4,elementary,hard
qdz1OAuC9qg0p/4BrA4V1fBXexshZHZxt32IjY+UduM=,5735,20,0.695902354,31.40087184,1.795640802,0.239930253,217041.5848,53.73025283,4586,804,197,132,16,0.648599502,8,junior,easy
qkyb1eQM8HrW/1r3sz2c+00GK5edqo/fzRXXgF53eTI=,38843,8,0.837319466,21.76595526,1.534871148,0.320237881,226119.5192,31.25703473,23918,7844,3617,2408,1056,0.702352506,5,elementary,easy
qoREG2KBVgevjuwDNMApauSTJsLjeqqVEyXdOAB0xMc=,23150,28,0.484017279,48.90453564,2.448898488,1.195896328,314894.8274,43.68984881,19060,2239,980,665,206,0.360755365,5,elementary,hard
r+zxAQRiz0ZWhEixJ4ZiWlG2jDpl2qTa2mJ5ZnrVXA8=,12080,16,0.631622517,53.57872517,2.35968543,0.624172185,348240.7685,48.51663907,9920,1299,470,273,118,0.495761944,5,elementary,easy
r1jH4OmuwWzBhFJiyLJB86PdGFP0YNRbv30C7gX3qUE=,23825,16,0.682140609,41.53368311,1.793032529,0.928562434,273905.533,29.50623295,17704,3081,1441,1220,379,0.51374378,4,elementary,normal
r7ofQ4mqaPd26iV4SuiFWV4Jw8cBhNsXgEHGJLxpZOQ=,3686,20,0.674715138,57.92892024,1.759631036,0.58138904,257357.2273,49.70455779,3088,403,84,92,19,0.589048212,8,junior,easy
r9uHkHNbfdzRkBW9Gogqi1vmxUXafa57W8BEsdMqCZs=,3995,18,0.578473091,35.36470588,2.087359199,0.405006258,337974.6989,60.24055069,3201,483,162,114,35,0.520748726,7,junior,unset
rBSjOGOOKyFbSw+SyepIiwE7qocz4HhQqfUy1F5HEhM=,2837,23,0.563976031,48.09199859,1.893549524,0.761015157,327242.5812,72.96862883,2453,239,92,40,13,0.577783047,8,junior,easy
rND+3bhmprW4wpS3cauOBkPcR2VbI2H7RpDMRUVHcCU=,16412,22,0.785400926,46.82195954,1.741896174,0.317572508,257582.9171,33.76980258,12525,2404,768,506,209,0.682045646,5,elementary,normal
rQO212wsw18sbrh/TvMPK6d7BsxqTet330Yxso5NhKk=,18113,17,0.758847237,34.01374703,1.713244631,0.373157401,266131.2955,28.60889969,12343,3092,1312,1003,363,0.595312454,4,elementary,easy
rWyTBc21lUbZZOxzXwmYY6yQCzZdvnkrd7TYKnb2mkc=,12734,26,0.693968902,66.86759856,1.87246741,0.430579551,231449.1947,37.99489556,9820,1812,650,325,127,0.59255126,7,junior,easy
raJS0zfRPS5NRtiba9q43gsUyH0PaPvhjSc192V9Rw4=,1360,20,0.448529412,70.34632353,2.713235294,0.893382353,195295.85,35.17573529,1268,78,8,5,1,0.283347846,9,junior,easy
raMY2KsWUz4cVl+qdETMESK2+5AfHY2XD1XwN7GugPI=,6780,16,0.737610619,55.84955752,1.875663717,0.635103245,349551.7462,33.63554572,5644,638,263,186,49,0.643629535,4,elementary,easy
rgBDC18nMxXbJVgqjaW3ZPSdMNCn8V3qFt6nhx2EolI=,4107,4,0.811784758,18.36547358,1.42366691,0.14219625,329668.4127,54.4256148,3142,622,193,106,44,0.697798121,7,junior,normal
rp9yfKKSxDxu3W+c66zfqMEOPAFoBxPk/WXvxBAXfUo=,15645,16,0.753020134,33.23630553,1.646596357,0.606519655,312595.0871,42.97347395,12018,1942,757,671,257,0.683156625,5,elementary,easy
rrZveAGxgrsKF1qL65AmLVqda8Zbg24xqWyj34qac9c=,41648,16,0.470850941,53.0495582,2.757203227,1.596787361,304531.2283,44.94090953,33744,4100,2169,1255,380,0.326736915,5,elementary,easy
rvGNITIfQzjD82gpFgMVKC4UZHTbpR2iC06+vTx9KaA=,11943,18,0.759608139,32.50087918,1.595160345,0.226576237,331415.5449,37.38909822,8876,1639,726,508,194,0.651332225,3,elementary,normal
rwtEkQkEDS3aQkE+XIosHysCXQU9C8iB14xc1kQC/k0=,18824,23,0.696132597,36.63169358,1.757490438,0.423395665,283741.9143,37.46929452,14267,2224,1299,750,284,0.564789731,5,elementary,easy
rzWpkZfVptJjhCtmA5xHgJIsAZQKyQ0mwHzaE2K/I9Y=,17186,19,0.849470499,25.85418364,1.468520889,0.248865356,279222.407,31.45147213,11003,3289,1245,1171,478,0.748537864,4,elementary,easy
s3Y4TUK7PUKpvlrFcFIgHdMC8P2mf2hvD3j7fIdmTvg=,693,6,0.649350649,26.67676768,1.753246753,0.313131313,339083.0866,64.36652237,538,96,36,16,7,0.522699332,9,junior,hard
s50m57r2jUJxOLDuXF77hZ35UjzqvVkzPKEWj9xqzxI=,33260,16,0.677961515,36.59837643,1.797925436,0.392363199,273466.1729,28.90393867,22885,4732,2727,2146,770,0.488575725,4,elementary,easy
s6iUzyQUzDGLXdahm0mCWfk5q8rcxE5JGLnSGk5h88M=,15547,18,0.722647456,65.22409468,2.024442015,0.526339487,256503.5399,38.16504792,12624,2048,510,259,106,0.587757578,5,elementary,easy
s8wFEbIjj7l7GebegKyLlX7a4MHtSXocDaHEJu0soD8=,4176,20,0.826628352,17.98970307,1.325909962,0.252155172,211572.3432,39.99233716,3021,807,191,130,27,0.75653664,8,junior,easy
sF5/ooX9Coeoi4ZQqBvtNL1W15RujzkLLPDIHAh3sIA=,6126,20,0.391119817,61.80901077,2.341658505,1.000979432,337586.3518,72.99624551,5429,493,133,54,17,0.376090717,7,junior,normal
sSl0A9RyQ3LbuoNIUSeLVfCmVa0Zff2L9FNm8PQsrSI=,926,16,0.494600432,74.53887689,1.838012959,1.078833693,201575.7387,37.48704104,833,74,16,2,1,0.43090214,9,junior,easy
sXQotCwOU/fcmIsFMqsFT1+jDrgNl3Eetil55blgp1Y=,14064,16,0.807807167,21.57956485,1.611988055,0.144482366,305315.4484,32.95890216,8984,2775,1126,848,331,0.654741936,4,elementary,hard
sZzqvkCEVEK4DRlsw4qO8upL5iffeB996S09fm5pMco=,5636,20,0.764194464,19.93097942,1.564762243,0.215933286,301460.0216,50.73757984,4067,899,341,246,83,0.687757227,7,junior,normal
sabwQYnBMn/T08INMmZflUXyrrd2ltP6YajeNpwGWSU=,960,21,0.541666667,56.034375,1.820833333,0.691666667,148347.5292,27.25416667,825,90,35,7,3,0.360995852,9,junior,easy
sbRL5aKtZBIUbbb8mbJqn1Zi8nvOprK9WY8NWGHonA0=,7776,34,0.718235597,27.19483025,1.827546296,0.253343621,196060.487,45.11252572,5457,1442,530,258,89,0.686899398,8,junior,easy
sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=,23382,17,0.592421521,54.32914208,2.147036182,0.948208023,330219.5803,50.21756052,18508,2716,1158,718,282,0.504165746,5,elementary,normal
sd/gIUfo7qpyKxmzyZZwkHqzIqSHblf6c1K/iHrd/FA=,4313,36,0.635288662,119.5079991,2.546023649,3.033851148,307567.5472,53.09088801,3654,491,94,56,18,0.54837389,7,junior,easy
